PamKlgMap1I	2024-03-10	N	Series|NA|Idol Throwdown|v. 3.0	
9482	ko	brrrr	ko	kannagiren0623	2
10228	co	AOI	ak	tetora	1
10324	co	AOI	ak	tetora	1
11093	ko	ryesuta	ak	Crackin Atkins	1
11231	ko	ryesuta	ak	Crackin Atkins	1
11840	so	motoyama	su	Koushun	1
11975	so	motoyama	su	Koushun	2
12067	so	motoyama	su	Koushun	1
12613	ay	penpen	ol	dolson	1
12788	ay	penpen	ol	dolson	2
12981	ay	penpen	ol	dolson	2
13395	ol	dolson	ko	ryesuta	2
13479	ol	dolson	ko	ryesuta	2
14218	ay	teto2nd	so	motoyama	2
14443	ay	teto2nd	so	motoyama	2
15273	co	AOI	ko	ryesuta	1
15448	co	AOI	ko	ryesuta	1
15743	co	AOI	so	motoyama	2
15908	co	AOI	so	motoyama	1
16077	co	AOI	so	motoyama	2
16780	pe	Bakkari	so	simada	2
16922	pe	Bakkari	so	simada	2
17541	fu	akira	ay	Renegade Grim Reaper	1
17617	fu	akira	ay	Renegade Grim Reaper	1
18106	ko	Sasakama	ay	neddie	2
18197	ko	Sasakama	ay	neddie	2
18600	su	Koushun	ay	neddie	1
18744	su	Koushun	ay	neddie	2
18928	su	Koushun	ay	neddie	1
19394	su	EmErgy	su	Sakurachabu	1
19483	su	EmErgy	su	Sakurachabu	1
20132	bo	heavy_ixia	pe	yaya	1
20259	bo	heavy_ixia	pe	yaya	1
20660	su	Koushun	su	EmErgy	1
20775	su	Koushun	su	EmErgy	2
20914	su	Koushun	su	EmErgy	1
21406	ak	Crackin Atkins	pe	Bob	2
21564	ak	Crackin Atkins	pe	Bob	2
23278	ay	teto2nd	ak	tetora	2
23455	ay	teto2nd	ak	tetora	1
23607	ay	teto2nd	ak	tetora	2
24442	so	matoi	su	Koushun	2
24612	so	matoi	su	Koushun	1
24779	so	matoi	su	Koushun	1
25182	ko	ryesuta	pe	Bob	2
25330	ko	ryesuta	pe	Bob	2
25720	so	matoi	pe	Bob	1
25929	so	matoi	pe	Bob	2
26102	so	matoi	pe	Bob	2
26357	co	AOI	pe	Bob	2
26474	co	AOI	pe	Bob	1
26635	co	AOI	pe	Bob	2
27628	so	motoyama	pe	Bob	1
27740	so	motoyama	pe	Bob	1
27907	so	motoyama	pe	Bob	2
28016	so	motoyama	pe	Bob	2
28175	so	motoyama	pe	Bob	2
28263	so	motoyama	pe	Bob	2
28391	so	motoyama	pe	Bob	2
28494	so	motoyama	pe	Bob	1
28601	so	motoyama	pe	Bob	2
30199	su		bo		2
30357	su		bo		1
30554	su		bo		2
30729	su		bo		1
30861	su		bo		1
30987	su		bo		2
31214	su		bo		1
31349	su		bo		2
31510	su		bo		1
31808	su	Koushun	ay	teto2nd	1
31925	su	Koushun	ay	teto2nd	1
32080	su	Koushun	ay	teto2nd	1
32274	su	Koushun	ay	teto2nd	1
32510	su	Koushun	ay	teto2nd	1
32712	su	Koushun	ay	teto2nd	1
33171	su	Koushun	ay	teto2nd	1
34015	ko	ryesuta	bo	heavy_ixia	1
34138	ko	ryesuta	bo	heavy_ixia	1
34338	ko	ryesuta	bo	heavy_ixia	1
34572	ko	ryesuta	bo	heavy_ixia	2
34737	ko	ryesuta	bo	heavy_ixia	1
34932	ko	ryesuta	bo	heavy_ixia	2
35111	ko	ryesuta	bo	heavy_ixia	1

cwnNa-PhBeo	2024-05-06	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
18	in	deltaex	in	Wagon	1
136	in	deltaex	in	Wagon	1

vf5bU0OK0cQ	2024-05-06	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
18	in	littera	in	dolson	2
97	in	littera	in	dolson	2

sXkOeG6WhfM	2024-05-06	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
21	in	deltaex	in	dolson	1
144	in	deltaex	in	dolson	2
256	in	deltaex	in	dolson	2

WkZNlq9dcdk	2024-05-11	N	SA|Series|v. 4.0|Seiso na Aidoru	
953	su	PratesKun	ol	Chiro	1
1075	su	PratesKun	ol	Chiro	1
1304	so	Udo5678	ol	Javier	2
1421	co	Udo5678	ol	Javier	2
2018	co	CodeEpsilon5	co	TotoroXVI	1
2205	co	CodeEpsilon5	co	TotoroXVI	1
2422	ko	SEDEX | pacote	fu	SEDEX | Encomenda	2
2597	ko	SEDEX | pacote	fu	SEDEX | Encomenda	2
2912	co	CodeEpsilon5	ol	Javier	1
3072	co	CodeEpsilon5	ol	Javier	1
3344	in	Schwi	fu	SEDEX | Encomenda	1
3467	in	Schwi	fu	SEDEX | Encomenda	1
3802	ko	MDX	pe	LudgerKant	2
3926	ko	MDX	pe	LudgerKant	2
4294	su	PratesKun	ay	VDruid0	1
4430	su	PratesKun	ay	VDruid0	1
4698	pe	LudgerKant	fu	SEDEX | Encomenda	1
4845	pe	LudgerKant	fu	SEDEX | Encomenda	1
5154	ol	Javier	su	PratesKun	1
5285	ol	Javier	su	PratesKun	2
5390	ol	Javier	su	PratesKun	1
5701	in	Schwi	co	CodeEpsilon5	2
5884	in	Schwi	co	CodeEpsilon5	1
6003	in	Schwi	co	CodeEpsilon5	1
6227	in	Schwi	co	CodeEpsilon5	1
6832	pe	LudgerKant	ol	Javier	1
6989	pe	LudgerKant	ol	Javier	1
7390	co	CodeEpsilon5	pe	LudgerKant	1
7629	co	CodeEpsilon5	pe	LudgerKant	2
7767	co	CodeEpsilon5	pe	LudgerKant	2
7921	so	CodeEpsilon5	pe	LudgerKant	2
8353	in	Schwi	pe	LudgerKant	1
8557	in	Schwi	pe	LudgerKant	1
8846	in	Schwi	pe	LudgerKant	1

2Ec1LlPx5pU	2024-05-06	N	v. 4.0|Series|The Hollow Night|EU	
603	in	PedroAndalus	in	Kemo	1
966	in	KusanagiBoi	in	Edward Yolag	1
1133	in	KusanagiBoi	in	Edward Yolag	2
1284	in	KusanagiBoi	in	Edward Yolag	2
1537	in	KusanagiBoi	in	Eskagasse	2
1665	in	KusanagiBoi	in	Eskagasse	1
1851	in	KusanagiBoi	in	Eskagasse	1
2182	in	Lozardo	in	PedroAndalus	2
2334	in	Lozardo	in	PedroAndalus	1
2498	in	Lozardo	in	PedroAndalus	1
2793	in	Joe-shimitsu	in	Edward Yolag	1
2938	in	Joe-shimitsu	in	Edward Yolag	1
3187	in	KusanagiBoi	in	Exslide	1
3331	in	KusanagiBoi	in	Exslide	1
3558	in	Kemo	in	Edward Yolag	1
3747	in	Kemo	in	Edward Yolag	1
3978	in	KusanagiBoi	in	PedroAndalus	2
4065	in	KusanagiBoi	in	PedroAndalus	2
4411	in	Lozardo	in	Joe-shimitsu	1
4607	in	Lozardo	in	Joe-shimitsu	1
4747	in	Lozardo	in	Joe-shimitsu	2
4931	in	Lozardo	in	Joe-shimitsu	2
5066	in	Lozardo	in	Joe-shimitsu	2
5446	in	PedroAndalus	in	Kemo	2
5609	in	PedroAndalus	in	Kemo	1
5733	in	PedroAndalus	in	Kemo	2
6049	in	Lozardo	in	Kemo	2
6194	in	Lozardo	in	Kemo	1
6304	in	Lozardo	in	Kemo	1
6454	in	Lozardo	in	Kemo	1
6663	in	Lozardo	in	Joe-shimitsu	1
6838	in	Lozardo	in	Joe-shimitsu	1
7043	in	Lozardo	in	Joe-shimitsu	2
7203	in	Lozardo	in	Joe-shimitsu	2
7334	in	Lozardo	in	Joe-shimitsu	1
7491	in	Lozardo	in	Joe-shimitsu	2
7716	in	Lozardo	in	Joe-shimitsu	2
7920	in	Lozardo	in	Joe-shimitsu	2

zaGDQPp_90c	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
18	ay	neddie	co	AOI	1
172	ay	neddie	co	AOI	2
337	ay	neddie	co	AOI	1

aYJaD36Rvgw	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
18	fu	akira	su	Koushun	2
190	fu	akira	su	Koushun	2

89V290opcYE	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
129	su	Koushun	su	EmErgy	1
253	su	Koushun	su	EmErgy	1

3tTVmRQs6PI	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
19	bo	Pistolkarate	fu	Mizu?	1
134	bo	Pistolkarate	fu	Mizu?	1

8eOrP4kTYaQ	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
17	ay	neddie	pe	Bob	1
193	ay	neddie	pe	Bob	2
371	ay	neddie	pe	Bob	2

FuQC8A4Wwio	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
16	ak	tetora	so	matoi	1
237	ak	tetora	so	matoi	1

G-kREcHu5j8	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
16	su	Koushun	bo	Pistolkarate	1
263	su	Koushun	bo	Pistolkarate	1

vMMibAO73ZM	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
17	ak	tetora	pe	Bob	2
159	ak	tetora	pe	Bob	1
312	ak	tetora	pe	Bob	1

VIDqWWIpmXA	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
16	su	Koushun	ak	tetora	1
119	su	Koushun	ak	tetora	1

0v-FH2QY97E	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
12	fu	akira	so	matoi	2
164	fu	akira	so	matoi	2

WirtGmnmGDc	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
13	co	AOI	fu	Mizu?	1
133	co	AOI	fu	Mizu?	1

uN10X9tOrJE	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
12	ay	neddie	so	matoi	2
188	ay	neddie	so	matoi	1
428	ay	neddie	so	matoi	2

CUUD8jCP6Cs	2024-05-17	N	Series|NA|issa tournament|v. 4.0	
155	fu	vikarus	ak	AaronCube	1
281	fu	vikarus	ak	AaronCube	2
437	fu	vikarus	ak	AaronCube	2
762	in	Crackin Atkins	in	SpicyLove	1
968	in	Crackin Atkins	in	SpicyLove	1
1208	ol	Tobiki	ol	Lucy	2
1360	ol	Tobiki	ol	Lucy	2
1935	fu	Chzchan	pe	wazim	2
2177	fu	Chzchan	pe	wazim	2
2590	ak	AaronCube	su	Skylight	1
2755	ak	AaronCube	su	Skylight	1
3019	in	Crackin Atkins	ay	Akuadynasty	2
3162	in	Crackin Atkins	ay	Akuadynasty	2
3465	in	Crackin Atkins	co	HungryKim	1
3588	in	Crackin Atkins	co	HungryKim	2
3880	in	Crackin Atkins	co	HungryKim	1
4186	ay	Akuadynasty	co	Lucy	2
4325	ay	Akuadynasty	co	Lucy	2
4619	pe	wazim	ak	AaronCube	1
4786	pe	wazim	ak	AaronCube	1
5280	in	Crackin Atkins	ol	NAMUKO	1
5416	in	Crackin Atkins	ol	NAMUKO	1
5773	fu	Chzchan	su	Skylight	2
5978	fu	Chzchan	su	Skylight	1
6139	fu	Chzchan	su	Skylight	2
6465	in	Crackin Atkins	ak	AaronCube	2
6604	in	Crackin Atkins	ak	AaronCube	1
6801	in	Crackin Atkins	ak	AaronCube	2
7148	ay	Akuadynasty	su	Skylight	1
7293	ay	Akuadynasty	su	Skylight	1
7560	ol	Lucy	pe	wazim	1
7730	ol	Lucy	pe	wazim	2
7884	ol	Lucy	pe	wazim	2
8124	co	Lucy	pe	wazim	1
8326	co	Lucy	pe	wazim	1
8554	ak	AaronCube	ay	Akuadynasty	2
8721	ak	AaronCube	ay	Akuadynasty	2
8980	pe	wazim	ay	Akuadynasty	2
9092	pe	wazim	ay	Akuadynasty	1
9206	pe	wazim	ay	Akuadynasty	2
9368	pe	wazim	ay	Akuadynasty	2
9666	ay	Akuadynasty	co	Lucy	2
9815	ay	Akuadynasty	co	Lucy	1
9958	ay	Akuadynasty	co	Lucy	2
10122	ay	Akuadynasty	co	Lucy	2

IAuX_OlOOdE	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
11	su	EmErgy	co	AOI	2
187	su	EmErgy	co	AOI	2

hh70a3cybo0	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
13	pe	Bob	co	AOI	1
167	pe	Bob	co	AOI	1

PsZQgcVb6Rk	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
13	bo	Pistolkarate	pe	Bob	2
126	bo	Pistolkarate	pe	Bob	2

50DxJJPoFlU	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
14	bo	Pistolkarate	so	matoi	1
212	bo	Pistolkarate	so	matoi	1

Xf8iXjOU_6s	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
19	ak	tetora	fu	Bob	2
187	ak	tetora	fu	Bob	2

1YqdvswitEE	2024-05-18	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
13	su	Koushun	pe	Bob	2
134	su	Koushun	pe	Bob	2
232	su	Koushun	pe	Bob	1
407	su	Koushun	pe	Bob	2
579	su	Koushun	pe	Bob	2
782	su	Koushun	pe	Bob	2
973	su	Koushun	pe	Bob	2

bWTjEsE3a9s	2024-05-28	N	Casuals|v. 4.0	
8	fu	Chzchan	pe	J3	2
199	fu	Chzchan	pe	J3	2
409	fu	Chzchan	pe	J3	2
512	fu	Chzchan	pe	J3	1
690	fu	Chzchan	pe	J3	2
943	fu	Chzchan	pe	J3	2
1062	fu	Chzchan	pe	J3	2
1208	fu	Chzchan	pe	J3	2
1412	fu	Chzchan	pe	J3	2
1638	fu	Chzchan	pe	J3	2
1800	fu	Chzchan	pe	J3	2
1902	fu	Chzchan	pe	J3	2
2070	fu	Chzchan	pe	J3	2
2251	fu	Chzchan	pe	J3	2
2462	fu	Chzchan	pe	J3	2
2615	fu	Chzchan	pe	J3	2
2781	fu	Chzchan	pe	J3	2
2883	fu	Chzchan	pe	J3	1
3083	fu	Chzchan	pe	J3	2
3205	fu	Chzchan	pe	J3	2
3403	fu	Chzchan	pe	J3	1
3530	fu	Chzchan	pe	J3	2
3632	fu	Chzchan	pe	J3	2
3827	fu	Chzchan	pe	J3	2
4046	fu	Chzchan	pe	J3	2
4184	fu	Chzchan	pe	J3	2
4410	fu	Chzchan	pe	J3	2
4611	fu	Chzchan	pe	J3	2

64PBVyF70e4	2024-06-01	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
12	ay	teto2nd	ak	tetora	1
195	ay	teto2nd	ak	tetora	2
351	ay	teto2nd	ak	tetora	2

-nYHaXDDWac	2024-04-19	N	Series|NA|Idol Throwdown|v. 3.0	
1096	co	AaronCube	fu	Chzchan	2
1275	co	AaronCube	fu	Chzchan	1
1390	co	AaronCube	fu	Chzchan	1
1664	ay	Bloo	su	Skylight	2
1778	ay	Bloo	su	Skylight	2
1982	fu	vikarus	ay	Akuadynasty	2
2131	fu	vikarus	ay	Akuadynasty	2
2534	co	Lucy	co	AaronCube	2
2649	co	Lucy	co	AaronCube	1
2776	co	Lucy	co	AaronCube	1
3081	ko	Mastah_CJ	so	Primity	2
3271	ko	Mastah_CJ	so	Primity	1
3417	ko	Mastah_CJ	so	Primity	2
3659	ol	Oni-Senpai	ay	Akuadynasty	2
3826	ol	Oni-Senpai	ay	Akuadynasty	2
4522	so	Primity	ay	Akuadynasty	2
4710	so	Primity	ay	Akuadynasty	2
4977	su	Skylight	co	Lucy	1
5118	su	Skylight	co	Lucy	2
5227	su	Skylight	co	Lucy	2
5434	ol	Oni-Senpai	ko	Mastah_CJ	2
5534	ol	Oni-Senpai	ko	Mastah_CJ	2
5893	pe	wazim	ak	AaronCube	1
6000	pe	wazim	ak	AaronCube	1
6235	ko	Mastah_CJ	su	Skylight	2
6412	ko	Mastah_CJ	su	Skylight	2
6702	so	Primity	pe	wazim	1
6844	so	Primity	pe	wazim	2
7095	so	Primity	pe	wazim	1
7341	co	Lucy	ay	Akuadynasty	1
7475	co	Lucy	ay	Akuadynasty	2
7636	co	Lucy	ay	Akuadynasty	1
7722	co	Lucy	ay	Akuadynasty	1
7995	so	Primity	su	Skylight	2
8314	so	Primity	su	Skylight	1
8437	so	Primity	su	Skylight	2
8659	su	Skylight	ay	Akuadynasty	1
8789	su	Skylight	ay	Akuadynasty	1
8928	su	Skylight	ay	Akuadynasty	1
9154	su	Skylight	co	Lucy	2
9266	su	Skylight	co	Lucy	1
9433	su	Skylight	co	Lucy	2
9559	su	Skylight	co	Lucy	1
9840	su	Skylight	co	Lucy	2

2pFDA2fm_Kk	2024-05-27	N	Series|NA|issa tournament|v. 4.0	
274	in	Vexing_Rose	ko	Exslide	2
396	in	Vexing_Rose	ko	Exslide	2
784	in	Crackin Atkins	ak	Edward Yolag	1
961	in	Crackin Atkins	ak	Edward Yolag	1
1254	co	AaronCube	su	Slimjim8345	1
1364	co	AaronCube	su	Slimjim8345	1
1605	ol	Lucy	so	Udo5678	1
1742	ol	Lucy	co	Udo5678	1
2081	ko	Exslide	su	Skylight	1
2247	ko	Exslide	su	Skylight	2
2404	ko	Exslide	su	Skylight	1
2751	in	Crackin Atkins	ol	Lucy	2
2879	in	Crackin Atkins	ol	Lucy	2
3161	co	AaronCube	ko	Exslide	1
3266	co	AaronCube	ko	Exslide	2
3412	co	AaronCube	ko	Exslide	1
3644	fu	Violingolfer	su	Slimjim8345	1
3730	fu	Violingolfer	su	Slimjim8345	1
3918	so	Udo5678	ak	Edward Yolag	2
4069	co	Udo5678	ak	Edward Yolag	2
4360	in	Crackin Atkins	fu	Violingolfer	1
4569	in	Crackin Atkins	fu	Violingolfer	1
4846	ak	Edward Yolag	ko	Exslide	2
5067	ak	Edward Yolag	ko	Exslide	1
5229	ak	Edward Yolag	ko	Exslide	2
5526	co	AaronCube	ol	Lucy	1
5659	co	AaronCube	ol	Lucy	2
5790	co	AaronCube	ol	Lucy	2
5904	co	AaronCube	ol	Lucy	2
6244	in	Crackin Atkins	ko	Exslide	2
6400	in	Crackin Atkins	ko	Exslide	1
6579	in	Crackin Atkins	ko	Exslide	2
6776	ko	Exslide	co	AaronCube	2
6883	ko	Exslide	co	AaronCube	2
7005	ko	Exslide	co	AaronCube	1
7148	ko	Exslide	co	AaronCube	1
7334	ko	Exslide	co	AaronCube	2
7601	ol	Lucy	co	AaronCube	1
7735	ol	Lucy	co	AaronCube	2
7831	ol	Lucy	co	AaronCube	1
7941	ol	Lucy	co	AaronCube	2
8146	ol	Lucy	co	AaronCube	1

8SR4mvxbOOk	2024-06-01	N	Series|NA|issa tournament|v. 4.0	
867	in	Crackin Atkins	ol	Happy Valentine	1
1056	in	Crackin Atkins	bo	Happy Valentine	1
1337	fu	Lozardo	co	AaronCube	2
1450	co	Lozardo	co	AaronCube	2
1744	ak	Edward Yolag	pe	J3	2
1858	ak	Edward Yolag	pe	J3	2
2124	fu	wazim	ko	Exslide	2
2319	fu	wazim	ko	Exslide	1
2468	fu	wazim	ko	Exslide	1
2873	in	Crackin Atkins	ol	Lucy	2
3001	in	Crackin Atkins	ol	Lucy	2
3457	ol	Lucy	pe	wazim	1
3549	ol	Lucy	pe	wazim	1
3768	ak	AaronCube	pe	J3	2
3924	ak	AaronCube	pe	J3	1
4139	ak	AaronCube	pe	J3	1
4575	in	Crackin Atkins	fu	Violingolfer	1
4767	in	Crackin Atkins	fu	Violingolfer	1
5003	ak	Edward Yolag	fu	Lozardo	1
5158	ak	Edward Yolag	fu	Lozardo	1
5538	in	Crackin Atkins	pe	J3	2
5639	in	Crackin Atkins	pe	J3	2
5829	ak	Edward Yolag	su	wazim	1
6008	ak	Edward Yolag	ko	wazim	1
6290	ol	Lucy	ak	AaronCube	1
6435	ol	Lucy	ak	AaronCube	2
6541	ol	Lucy	ak	AaronCube	2
6676	ol	Lucy	ak	AaronCube	1
6777	ol	Lucy	ak	AaronCube	1
7115	ak	Edward Yolag	pe	J3	1
7346	ak	Edward Yolag	pe	J3	1
7585	co	AaronCube	ak	Edward Yolag	2
7756	co	AaronCube	ak	Edward Yolag	1
7848	co	AaronCube	ak	Edward Yolag	1
7992	co	AaronCube	ak	Edward Yolag	1
8173	ak	AaronCube	ol	Lucy	1
8342	ak	AaronCube	ol	Lucy	1
8514	ak	AaronCube	ol	Lucy	1
8692	ak	AaronCube	ol	Lucy	2
8823	ak	AaronCube	ol	Lucy	2
8966	ak	AaronCube	ol	Lucy	2

7W6ZwDj4dbM	2024-06-02	N	Series|NA|Idol Throwdown|v. 4.0	
895	fu	vikarus	bo	Library	2
1003	fu	vikarus	bo	Library	2
1337	so	Primity	ak	Mikkokoro	2
1522	so	Primity	ak	Mikkokoro	1
1659	so	Primity	ak	Mikkokoro	2
1934	ol	Lucy	fu	Violingolfer	1
2055	ol	Lucy	fu	Violingolfer	1
2333	co	AaronCube	ko	J3	2
2437	co	AaronCube	ko	J3	2
2713	bo	Library	ay	Akuadynasty	1
2866	bo	Library	ay	Akuadynasty	1
3309	ol	Lucy	ko	J3	2
3420	ol	Lucy	ko	J3	2
3789	bo	Library	ak	Mikkokoro	2
3962	bo	Library	ak	Mikkokoro	2
4262	ay	Library	so	Mikkokoro	2
4430	ay	Library	so	Mikkokoro	2
4694	co	AaronCube	fu	Violingolfer	1
4774	co	AaronCube	fu	Violingolfer	1
4938	ol	Lucy	so	Primity	1
5051	ol	Lucy	so	Primity	1
5329	bo	Library	ak	AaronCube	2
5459	bo	Library	ak	AaronCube	2
5670	ko	J3	ak	Mikkokoro	1
5821	ko	J3	ak	Mikkokoro	1
5980	ko	J3	ak	Mikkokoro	2
6183	ko	J3	ak	Mikkokoro	1
6415	ol	Lucy	ak	AaronCube	2
6580	ol	Lucy	ak	AaronCube	1
6713	ol	Lucy	ak	AaronCube	2
6898	co	AaronCube	ol	Mikkokoro	1
7083	co	AaronCube	ak	Mikkokoro	2
7255	co	AaronCube	ak	Mikkokoro	2
7378	co	AaronCube	ak	Mikkokoro	2
7720	ko	J3	ol	Mikkokoro	1
7861	ko	J3	ol	Mikkokoro	1
8086	ko	J3	ol	Mikkokoro	1

m7R9ZpgcHqo	2024-06-01	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
15	so	matoi	bo	heavy_ixia	1
221	so	matoi	bo	heavy_ixia	1

rIGMf9LGHn0	2024-06-01	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
17	bo	heavy_ixia	ak	tetora	2
196	bo	heavy_ixia	ak	tetora	2

RCUfS1LRHuA	2024-05-18	N	Casuals|v. 4.0	
14	fu	Chzchan	ak	AaronCube	2
179	fu	Chzchan	ak	AaronCube	1
273	fu	Chzchan	ak	AaronCube	2
394	fu	Chzchan	ak	AaronCube	2
486	fu	Chzchan	ak	AaronCube	2
583	fu	Chzchan	ak	AaronCube	2
701	fu	Chzchan	ak	AaronCube	2
878	fu	Chzchan	ak	AaronCube	1
1033	fu	Chzchan	ak	AaronCube	1
1179	fu	Chzchan	ak	AaronCube	1
1324	fu	Chzchan	ak	AaronCube	1
1512	fu	Chzchan	ak	AaronCube	1
1730	fu	Chzchan	ak	AaronCube	2
1964	fu	Chzchan	ak	AaronCube	2
2139	fu	Chzchan	ak	AaronCube	2
2295	fu	Chzchan	ak	AaronCube	2
2507	fu	Chzchan	ak	AaronCube	1
2632	fu	Chzchan	ak	AaronCube	1
2824	fu	Chzchan	ak	AaronCube	1
3021	fu	Chzchan	ak	AaronCube	2
3148	fu	Chzchan	ak	AaronCube	1
3317	fu	Chzchan	ak	AaronCube	2
3568	fu	Chzchan	ak	AaronCube	1
3725	fu	Chzchan	ak	AaronCube	1
3820	fu	Chzchan	ak	AaronCube	2
4041	fu	Chzchan	ak	AaronCube	2

0mwHifk7IeU	2023-12-07	N	v. 3.0|Casuals	
3	fu	Chzchan	pe	wazim	1
148	fu	Chzchan	pe	wazim	2
316	fu	Chzchan	pe	wazim	1

eKJOLN3Yweg	2024-06-01	N	Series|JP/SEA|Japan Night Showdown|v. 4.0	
24	so	matoi	ak	tetora	1
180	so	matoi	ak	tetora	2
365	so	matoi	ak	tetora	2
556	so	matoi	ak	tetora	2
721	so	matoi	ak	tetora	1
927	so	matoi	ak	tetora	2
1073	so	matoi	ak	tetora	1
1339	so	matoi	ak	tetora	2
1555	so	matoi	ak	tetora	1

VSZrD5jDIR0	2024-04-27	N	v. 3.0|EU|The Hollow Night|Series|Round Robin	
928	ko	Exslide	ko	PedroAndalus	2
1110	ko	Exslide	ko	PedroAndalus	1
1274	ko	Exslide	ko	PedroAndalus	1
1499	pe	Nekuro	so	FaceBreaker	2
1737	pe	Nekuro	so	FaceBreaker	1
1938	pe	Nekuro	so	FaceBreaker	2
2199	ol	PedroAndalus	bo	FaceBreaker	2
2410	ol	PedroAndalus	bo	FaceBreaker	2
2617	ak	Edward Yolag	ko	Exslide	1
2744	ak	Edward Yolag	ko	Exslide	2
2930	ak	Edward Yolag	ko	Exslide	1
3192	so	FaceBreaker	ak	Edward Yolag	2
3671	ko	PedroAndalus	pe	Nekuro	2
3847	ol	PedroAndalus	pe	Nekuro	2
4106	ak	Edward Yolag	pe	Nekuro	1
4364	ak	Edward Yolag	pe	Nekuro	2
4556	ak	Edward Yolag	pe	Nekuro	2
4863	ko	Exslide	bo	FaceBreaker	1
5027	ko	Exslide	so	FaceBreaker	1
5277	ko	Exslide	pe	Nekuro	1
5530	ko	Exslide	pe	Nekuro	1
5771	ol	PedroAndalus	ak	Edward Yolag	2
5909	ol	PedroAndalus	ak	Edward Yolag	2

IEY-IjbdUp0	2024-05-12	N	v. 4.0|EU|The Hollow Night|Series	
1019	su	timi1711921	in	FaceBreaker	2
1138	su	timi1711921	in	FaceBreaker	2
1495	ko	Exslide	pe	12Oatmeal	1
1730	ko	Exslide	pe	12Oatmeal	1
1979	in	FaceBreaker	fu	Lozardo	2
2113	in	FaceBreaker	fu	Lozardo	2
2349	ko	Exslide	ak	Edward Yolag	2
2543	ko	Exslide	ak	Edward Yolag	2
3002	su	timi1711921	ko	Exslide	2
3125	su	timi1711921	ko	Exslide	2
3320	ko	Exslide	in	FaceBreaker	1
3519	ko	Exslide	in	FaceBreaker	1
3853	fu	Lozardo	ak	Edward Yolag	1
4068	fu	Lozardo	ak	Edward Yolag	1
4237	fu	Lozardo	ak	Edward Yolag	1
4464	ko	Exslide	ak	Edward Yolag	2
4555	ko	Exslide	ak	Edward Yolag	2
4662	ko	Exslide	ak	Edward Yolag	1
4811	ko	Exslide	ak	Edward Yolag	1
5039	ko	Exslide	ak	Edward Yolag	2
5369	ak	Edward Yolag	ko	Lozardo	2
5570	ak	Edward Yolag	ko	Lozardo	1
5767	ak	Edward Yolag	ko	Lozardo	2
5898	ak	Edward Yolag	ko	Lozardo	2

ci3yEp5Rris	2024-05-19	N	v. 4.0|EU|The Hollow Night|Round Robin|Series	
695	ko	Kemo	ko	Exslide	1
829	ko	Kemo	ko	Exslide	2
1067	ko	Kemo	ko	Exslide	2
1341	pe	Nekuro	in	FaceBreaker	2
1511	pe	Nekuro	in	FaceBreaker	2
1814	ko	Exslide	ak	Edward Yolag	1
1944	ko	Exslide	ak	Edward Yolag	2
2184	ko	Exslide	ak	Edward Yolag	2
2383	so	FaceBreaker	ak	Edward Yolag	2
2530	so	FaceBreaker	ak	Edward Yolag	1
2688	so	FaceBreaker	ak	Edward Yolag	2
2906	pe	Nekuro	ak	Edward Yolag	2
3057	pe	Nekuro	ak	Edward Yolag	2
3370	in	FaceBreaker	ko	Exslide	2
3576	so	FaceBreaker	ko	Exslide	1
3895	so	FaceBreaker	ko	Exslide	2
4125	ko	Exslide	pe	Nekuro	2
4310	ko	Exslide	pe	Nekuro	1
4400	ko	Exslide	pe	Nekuro	1

w6DLk8xPuVk	2024-04-06	N	Series|JP/SEA|Japan Beginner Casual Tournament|v. 4.0	
7682	ay	white_wanko	su	marugoro0317	1
7797	ay	white_wanko	su	marugoro0317	1
